RMSE_mean,RMSE_std,RSE_mean,RSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,MBE_mean,MBE_std,Time
0.12579947601684102,0.07531826627029375,0.042612219569467834,0.02149574913134874,0.09273773469673216,0.04917462571739332,2.1874777963529346,0.9496838193388865,-0.0008181841216479794,0.05267798554830165,2141.058212995529
