RMSE_mean,RMSE_std,RSE_mean,RSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,MBE_mean,MBE_std,Time
0.029872494889842262,0.0059227878639541405,0.010290108790236738,0.0018160736089988595,0.0209164265727154,0.0037704784187604984,0.46123947514057345,0.07257538010163556,0.0013807202367568771,0.005255475968590453,4103.31293296814
