RMSE_mean,RMSE_std,RSE_mean,RSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,MBE_mean,MBE_std,Time
0.06992752171552849,0.03353814197773545,0.02383547714100609,0.009742775936570629,0.04623229336948601,0.01525024268245691,1.0523222702460044,0.30816806035353794,-0.0014137147089915976,0.017331454002065438,1995.116685628891
