RMSE_mean,RMSE_std,RSE_mean,RSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,MBE_mean,MBE_std,Time
0.11816540438594726,0.06800410279303074,0.039975846554399445,0.01972448485436841,0.08712025289748243,0.04655154632609354,2.023619861144111,0.8690942997124291,0.0251692223941334,0.05484153833429317,3735.4371004104614
