RMSE_mean,RMSE_std,RSE_mean,RSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,MBE_mean,MBE_std,Time
0.10449600748554548,0.03767786925952004,0.03591653814225921,0.012228997884966663,0.07544678519161459,0.024409554364201853,1.8085732425656187,0.5846386640913062,-0.0016599118099405886,0.033911421078157714,1171.7056732177734
