RMSE_mean,RMSE_std,RSE_mean,RSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std,MBE_mean,MBE_std,Time
0.1368979731484474,0.0769933782309924,0.046490272326353034,0.023386953061845354,0.09899725635239376,0.05217439341459634,2.385445447588988,1.1050601305586574,0.00025354386468994514,0.0573548511716364,4083.5264461040497
